# Port-to-port sea distances in centitiles, keyed by mooring LAND tiles so index
# order never matters. GENERATED by scripts/rekey_sea_matrix.py from the tooling
# repo's docs/sailing-sea-matrix.tsv + docs/mooring-points.tsv — do not edit by hand.
fromLandX	fromLandY	toLandX	toLandY	centitiles
2320	2774	2344	2268	51213
2320	2774	2305	3689	110182
2320	2774	2310	3781	118191
2320	2774	2411	3781	124699
2320	2774	2467	2718	16520
2320	2774	1451	2969	91936
2320	2774	2532	2531	34182
2320	2774	1513	2973	87263
2320	2774	1506	3402	109448
2320	2774	2542	3764	136986
2320	2774	2569	2295	54174
2320	2774	2569	2295	54091
2320	2774	1555	2772	77087
2320	2774	2579	2843	29585
2320	2774	2612	3841	145440
2320	2774	2660	2392	51982
2320	2774	2651	2677	36028
2320	2774	2685	3162	65047
2320	2774	2670	3266	75707
2320	2774	2629	3704	143900
2320	2774	2751	2951	49842
2320	2774	2746	3304	81641
2320	2774	1726	3453	97337
2320	2774	2808	2509	58596
2320	2774	1758	2655	57960
2320	2774	1776	3141	80940
2320	2774	2759	3229	79813
2320	2774	2796	3413	93517
2320	2774	2849	2325	70041
2320	2774	2878	3335	93582
2320	2774	1844	3688	110418
2320	2774	2860	3970	173818
2320	2774	1873	2983	52300
2320	2774	2907	3225	93959
2320	2774	1862	3307	78049
2320	2774	1892	3428	85948
2320	2774	2927	4055	184140
2320	2774	2996	2287	84471
2320	2774	2965	2608	70178
2320	2774	1922	2759	40165
2320	2774	1958	3113	56573
2320	2774	2960	3146	97015
2320	2774	1953	4056	144398
2320	2774	3060	2638	78564
2320	2774	3069	2986	83688
2320	2774	3050	3192	101715
2305	3689	2059	2605	116568
2305	3689	2095	3188	57048
2305	3689	2079	3689	22835
2305	3689	3173	2368	195694
2305	3689	3145	2824	178969
2305	3689	2143	3121	64061
2305	3689	2157	3325	43873
2305	3689	2148	3531	23493
2305	3689	2151	3880	25077
2305	3689	2193	2319	146052
2305	3689	1201	2733	155775
2305	3689	2220	3466	25070
2305	3689	2282	2821	106502
2305	3689	3353	2215	218918
2305	3689	2344	2268	155661
2305	3689	2320	2774	110182
2305	3689	2310	3781	9471
2305	3689	2411	3781	14670
2305	3689	2467	2718	117890
2305	3689	1451	2969	129703
2305	3689	2532	2531	139039
2305	3689	1513	2973	125030
2305	3689	1506	3402	87706
2305	3689	2542	3764	26957
2305	3689	2569	2295	162124
2305	3689	2569	2295	162024
2305	3689	1555	2772	123176
2305	3689	2579	2843	123346
2305	3689	2612	3841	35411
2305	3689	2660	2392	156839
2305	3689	2651	2677	133856
2305	3689	2685	3162	158808
2305	3689	2670	3266	169468
2305	3689	2629	3704	33871
2305	3689	2751	2951	143603
2305	3689	2746	3304	175402
2305	3689	1726	3453	64726
2305	3689	2808	2509	158214
2305	3689	1758	2655	117916
2305	3689	1776	3141	79578
2305	3689	2759	3229	173574
2305	3689	2796	3413	187278
2305	3689	2849	2325	172748
2305	3689	2878	3335	187343
2305	3689	1844	3688	47004
2305	3689	2860	3970	63789
2305	3689	1873	2983	83571
2305	3689	2907	3225	187720
2305	3689	1862	3307	58925
2305	3689	1892	3428	49193
2305	3689	2927	4055	74111
2305	3689	2996	2287	185328
2305	3689	2965	2608	166867
2305	3689	1922	2759	104461
2305	3689	1958	3113	67627
2305	3689	2960	3146	190776
2305	3689	1953	4056	52203
2305	3689	3060	2638	175253
2305	3689	3069	2986	177449
2305	3689	3050	3192	195476
2310	3781	2059	2605	124577
2310	3781	2095	3188	65057
2310	3781	2079	3689	25135
2310	3781	3173	2368	203703
2310	3781	3145	2824	186978
2310	3781	2143	3121	72070
2310	3781	2157	3325	51882
2310	3781	2148	3531	31502
2310	3781	2151	3880	18773
2310	3781	2193	2319	154061
2310	3781	1201	2733	163784
2310	3781	2220	3466	34354
2310	3781	2282	2821	114511
2310	3781	3353	2215	226927
2310	3781	2344	2268	163670
2310	3781	2320	2774	118191
2310	3781	2305	3689	9471
2310	3781	2411	3781	12276
2310	3781	2467	2718	125899
2310	3781	1451	2969	137712
2310	3781	2532	2531	147048
2310	3781	1513	2973	133039
2310	3781	1506	3402	93515
2310	3781	2542	3764	25362
2310	3781	2569	2295	170133
2310	3781	2569	2295	170033
2310	3781	1555	2772	131185
2310	3781	2579	2843	131355
2310	3781	2612	3841	33816
2310	3781	2660	2392	164848
2310	3781	2651	2677	141865
2310	3781	2685	3162	166817
2310	3781	2670	3266	177477
2310	3781	2629	3704	35396
2310	3781	2751	2951	151612
2310	3781	2746	3304	183411
2310	3781	1726	3453	70535
2310	3781	2808	2509	166223
2310	3781	1758	2655	125925
2310	3781	1776	3141	86062
2310	3781	2759	3229	181583
2310	3781	2796	3413	195287
2310	3781	2849	2325	180757
2310	3781	2878	3335	195352
2310	3781	1844	3688	48680
2310	3781	2860	3970	62194
2310	3781	1873	2983	91580
2310	3781	2907	3225	195729
2310	3781	1862	3307	65409
2310	3781	1892	3428	55002
2310	3781	2927	4055	72516
2310	3781	2996	2287	193337
2310	3781	2965	2608	174876
2310	3781	1922	2759	112470
2310	3781	1958	3113	75636
2310	3781	2960	3146	198785
2310	3781	1953	4056	45824
2310	3781	3060	2638	183262
2310	3781	3069	2986	185458
2310	3781	3050	3192	203485
2411	3781	2059	2605	131085
2411	3781	2095	3188	71565
2411	3781	2079	3689	35387
2411	3781	3173	2368	210211
2411	3781	3145	2824	193486
2411	3781	2143	3121	78578
2411	3781	2157	3325	58390
2411	3781	2148	3531	38010
2411	3781	2151	3880	29725
2411	3781	2193	2319	160569
2411	3781	1201	2733	170292
2411	3781	2220	3466	39587
2411	3781	2282	2821	121019
2411	3781	3353	2215	233435
2411	3781	2344	2268	170178
2411	3781	2320	2774	124699
2411	3781	2305	3689	14670
2411	3781	2310	3781	12276
2411	3781	2467	2718	132407
2411	3781	1451	2969	144220
2411	3781	2532	2531	153556
2411	3781	1513	2973	139547
2411	3781	1506	3402	101948
2411	3781	2542	3764	13470
2411	3781	2569	2295	176641
2411	3781	2569	2295	176541
2411	3781	1555	2772	137693
2411	3781	2579	2843	137863
2411	3781	2612	3841	21588
2411	3781	2660	2392	171356
2411	3781	2651	2677	148373
2411	3781	2685	3162	173325
2411	3781	2670	3266	183985
2411	3781	2629	3704	24127
2411	3781	2751	2951	158120
2411	3781	2746	3304	189919
2411	3781	1726	3453	78968
2411	3781	2808	2509	172731
2411	3781	1758	2655	132433
2411	3781	1776	3141	93820
2411	3781	2759	3229	188091
2411	3781	2796	3413	201795
2411	3781	2849	2325	187265
2411	3781	2878	3335	201860
2411	3781	1844	3688	58932
2411	3781	2860	3970	49966
2411	3781	1873	2983	98088
2411	3781	2907	3225	202237
2411	3781	1862	3307	73167
2411	3781	1892	3428	63435
2411	3781	2927	4055	60288
2411	3781	2996	2287	199845
2411	3781	2965	2608	181384
2411	3781	1922	2759	118978
2411	3781	1958	3113	82144
2411	3781	2960	3146	205293
2411	3781	1953	4056	55316
2411	3781	3060	2638	189770
2411	3781	3069	2986	191966
2411	3781	3050	3192	209993
2467	2718	2059	2605	44184
2467	2718	2095	3188	61952
2467	2718	2079	3689	115307
2467	2718	3173	2368	80667
2467	2718	3145	2824	70498
2467	2718	2143	3121	54142
2467	2718	2157	3325	74974
2467	2718	2148	3531	96290
2467	2718	2151	3880	132853
2467	2718	2193	2319	48853
2467	2718	1201	2733	127312
2467	2718	2220	3466	97236
2467	2718	2282	2821	21105
2467	2718	3353	2215	103891
2467	2718	2344	2268	48121
2467	2718	2320	2774	16520
2467	2718	2305	3689	117890
2467	2718	2310	3781	125899
2467	2718	2411	3781	132407
2467	2718	1451	2969	107672
2467	2718	2532	2531	21701
2467	2718	1513	2973	102999
2467	2718	1506	3402	122306
2467	2718	2542	3764	144694
2467	2718	2569	2295	45092
2467	2718	2569	2295	44992
2467	2718	1555	2772	92151
2467	2718	2579	2843	17123
2467	2718	2612	3841	153148
2467	2718	2660	2392	39501
2467	2718	2651	2677	20070
2467	2718	2685	3162	52343
2467	2718	2670	3266	63003
2467	2718	2629	3704	151608
2467	2718	2751	2951	37138
2467	2718	2746	3304	68937
2467	2718	1726	3453	107345
2467	2718	2808	2509	43187
2467	2718	1758	2655	71488
2467	2718	1776	3141	95652
2467	2718	2759	3229	67109
2467	2718	2796	3413	80813
2467	2718	2849	2325	55685
2467	2718	2878	3335	80878
2467	2718	1844	3688	118126
2467	2718	2860	3970	181526
2467	2718	1873	2983	68036
2467	2718	2907	3225	81255
2467	2718	1862	3307	87947
2467	2718	1892	3428	93656
2467	2718	2927	4055	191848
2467	2718	2996	2287	70115
2467	2718	2965	2608	54220
2467	2718	1922	2759	55229
2467	2718	1958	3113	68748
2467	2718	2960	3146	82305
2467	2718	1953	4056	152106
2467	2718	3060	2638	62606
2467	2718	3069	2986	68978
2467	2718	3050	3192	87005
1451	2969	2059	2605	71436
1451	2969	2095	3188	79244
1451	2969	2079	3689	123937
1451	2969	3173	2368	186944
1451	2969	3145	2824	175784
1451	2969	2143	3121	77899
1451	2969	2157	3325	90965
1451	2969	2148	3531	107491
1451	2969	2151	3880	141963
1451	2969	2193	2319	98574
1451	2969	1201	2733	41755
1451	2969	2220	3466	109049
1451	2969	2282	2821	94800
1451	2969	3353	2215	208468
1451	2969	2344	2268	115329
1451	2969	2320	2774	91936
1451	2969	2305	3689	129703
1451	2969	2310	3781	137712
1451	2969	2411	3781	144220
1451	2969	2467	2718	107672
1451	2969	2532	2531	120733
1451	2969	1513	2973	6096
1451	2969	1506	3402	106059
1451	2969	2542	3764	156507
1451	2969	2569	2295	131829
1451	2969	2569	2295	131771
1451	2969	1555	2772	24060
1451	2969	2579	2843	120161
1451	2969	2612	3841	164961
1451	2969	2660	2392	136595
1451	2969	2651	2677	127180
1451	2969	2685	3162	155623
1451	2969	2670	3266	166283
1451	2969	2629	3704	163421
1451	2969	2751	2951	140418
1451	2969	2746	3304	172217
1451	2969	1726	3453	94628
1451	2969	2808	2509	148065
1451	2969	1758	2655	45078
1451	2969	1776	3141	77551
1451	2969	2759	3229	170389
1451	2969	2796	3413	184093
1451	2969	2849	2325	155328
1451	2969	2878	3335	184158
1451	2969	1844	3688	116616
1451	2969	2860	3970	193339
1451	2969	1873	2983	47282
1451	2969	2907	3225	184535
1451	2969	1862	3307	77032
1451	2969	1892	3428	90195
1451	2969	2927	4055	203661
1451	2969	2996	2287	171152
1451	2969	2965	2608	161330
1451	2969	1922	2759	52460
1451	2969	1958	3113	62101
1451	2969	2960	3146	187591
1451	2969	1953	4056	153296
1451	2969	3060	2638	169716
1451	2969	3069	2986	174264
1451	2969	3050	3192	192291
2532	2531	2059	2605	51562
2532	2531	2095	3188	83101
2532	2531	2079	3689	136456
2532	2531	3173	2368	68012
2532	2531	3145	2824	69302
2532	2531	2143	3121	75291
2532	2531	2157	3325	96123
2532	2531	2148	3531	117439
2532	2531	2151	3880	154002
2532	2531	2193	2319	41537
2532	2531	1201	2733	139749
2532	2531	2220	3466	118385
2532	2531	2282	2821	40279
2532	2531	3353	2215	89536
2532	2531	2344	2268	33083
2532	2531	2320	2774	34182
2532	2531	2305	3689	139039
2532	2531	2310	3781	147048
2532	2531	2411	3781	153556
2532	2531	2467	2718	21701
2532	2531	1451	2969	120733
2532	2531	1513	2973	116060
2532	2531	1506	3402	140755
2532	2531	2542	3764	165843
2532	2531	2569	2295	24340
2532	2531	2569	2295	24240
2532	2531	1555	2772	105212
2532	2531	2579	2843	32816
2532	2531	2612	3841	174297
2532	2531	2660	2392	19868
2532	2531	2651	2677	19497
2532	2531	2685	3162	67256
2532	2531	2670	3266	77916
2532	2531	2629	3704	172757
2532	2531	2751	2951	47696
2532	2531	2746	3304	83850
2532	2531	1726	3453	128494
2532	2531	2808	2509	29133
2532	2531	1758	2655	81573
2532	2531	1776	3141	112247
2532	2531	2759	3229	82022
2532	2531	2796	3413	95726
2532	2531	2849	2325	37977
2532	2531	2878	3335	95791
2532	2531	1844	3688	139275
2532	2531	2860	3970	202675
2532	2531	1873	2983	83607
2532	2531	2907	3225	96168
2532	2531	1862	3307	109096
2532	2531	1892	3428	114805
2532	2531	2927	4055	212997
2532	2531	2996	2287	52407
2532	2531	2965	2608	45662
2532	2531	1922	2759	68290
2532	2531	1958	3113	87880
2532	2531	2960	3146	86958
2532	2531	1953	4056	173255
2532	2531	3060	2638	55536
2532	2531	3069	2986	73189
2532	2531	3050	3192	91658
1513	2973	2059	2605	66763
1513	2973	2095	3188	74571
1513	2973	2079	3689	119264
1513	2973	3173	2368	182271
1513	2973	3145	2824	171111
1513	2973	2143	3121	73226
1513	2973	2157	3325	86292
1513	2973	2148	3531	102818
1513	2973	2151	3880	137290
1513	2973	2193	2319	93901
1513	2973	1201	2733	41327
1513	2973	2220	3466	104376
1513	2973	2282	2821	90127
1513	2973	3353	2215	203795
1513	2973	2344	2268	110656
1513	2973	2320	2774	87263
1513	2973	2305	3689	125030
1513	2973	2310	3781	133039
1513	2973	2411	3781	139547
1513	2973	2467	2718	102999
1513	2973	1451	2969	6096
1513	2973	2532	2531	116060
1513	2973	1506	3402	101386
1513	2973	2542	3764	151834
1513	2973	2569	2295	127156
1513	2973	2569	2295	127098
1513	2973	1555	2772	22384
1513	2973	2579	2843	115488
1513	2973	2612	3841	160288
1513	2973	2660	2392	131922
1513	2973	2651	2677	122507
1513	2973	2685	3162	150950
1513	2973	2670	3266	161610
1513	2973	2629	3704	158748
1513	2973	2751	2951	135745
1513	2973	2746	3304	167544
1513	2973	1726	3453	89955
1513	2973	2808	2509	143392
1513	2973	1758	2655	41430
1513	2973	1776	3141	72878
1513	2973	2759	3229	165716
1513	2973	2796	3413	179420
1513	2973	2849	2325	150655
1513	2973	2878	3335	179485
1513	2973	1844	3688	111943
1513	2973	2860	3970	188666
1513	2973	1873	2983	42609
1513	2973	2907	3225	179862
1513	2973	1862	3307	72359
1513	2973	1892	3428	85522
1513	2973	2927	4055	198988
1513	2973	2996	2287	166479
1513	2973	2965	2608	156657
1513	2973	1922	2759	47787
1513	2973	1958	3113	57428
1513	2973	2960	3146	182918
1513	2973	1953	4056	148623
1513	2973	3060	2638	165043
1513	2973	3069	2986	169591
1513	2973	3050	3192	187618
1506	3402	2059	2605	104075
1506	3402	2095	3188	64622
1506	3402	2079	3689	74097
1506	3402	3173	2368	200110
1506	3402	3145	2824	183385
1506	3402	2143	3121	70492
1506	3402	2157	3325	66996
1506	3402	2148	3531	67468
1506	3402	2151	3880	91808
1506	3402	2193	2319	135143
1506	3402	1201	2733	132131
1506	3402	2220	3466	73108
1506	3402	2282	2821	110918
1506	3402	3353	2215	223334
1506	3402	2344	2268	146622
1506	3402	2320	2774	109448
1506	3402	2305	3689	87706
1506	3402	2310	3781	93515
1506	3402	2411	3781	101948
1506	3402	2467	2718	122306
1506	3402	1451	2969	106059
1506	3402	2532	2531	140755
1506	3402	1513	2973	101386
1506	3402	2542	3764	114235
1506	3402	2569	2295	157097
1506	3402	2569	2295	157014
1506	3402	1555	2772	99532
1506	3402	2579	2843	127762
1506	3402	2612	3841	122689
1506	3402	2660	2392	158505
1506	3402	2651	2677	138272
1506	3402	2685	3162	163224
1506	3402	2670	3266	173884
1506	3402	2629	3704	121149
1506	3402	2751	2951	148019
1506	3402	2746	3304	179818
1506	3402	1726	3453	23076
1506	3402	2808	2509	162630
1506	3402	1758	2655	96975
1506	3402	1776	3141	41924
1506	3402	2759	3229	177990
1506	3402	2796	3413	191694
1506	3402	2849	2325	176614
1506	3402	2878	3335	191759
1506	3402	1844	3688	62599
1506	3402	2860	3970	151067
1506	3402	1873	2983	61831
1506	3402	2907	3225	192136
1506	3402	1862	3307	37704
1506	3402	1892	3428	40188
1506	3402	2927	4055	161389
1506	3402	2996	2287	189744
1506	3402	2965	2608	171283
1506	3402	1922	2759	85728
1506	3402	1958	3113	54674
1506	3402	2960	3146	195192
1506	3402	1953	4056	100047
1506	3402	3060	2638	179669
1506	3402	3069	2986	181865
1506	3402	3050	3192	199892
2542	3764	2059	2605	143372
2542	3764	2095	3188	83852
2542	3764	2079	3689	48473
2542	3764	3173	2368	222498
2542	3764	3145	2824	205773
2542	3764	2143	3121	90865
2542	3764	2157	3325	70677
2542	3764	2148	3531	50297
2542	3764	2151	3880	43051
2542	3764	2193	2319	172856
2542	3764	1201	2733	182579
2542	3764	2220	3466	51874
2542	3764	2282	2821	133306
2542	3764	3353	2215	245722
2542	3764	2344	2268	182465
2542	3764	2320	2774	136986
2542	3764	2305	3689	26957
2542	3764	2310	3781	25362
2542	3764	2411	3781	13470
2542	3764	2467	2718	144694
2542	3764	1451	2969	156507
2542	3764	2532	2531	165843
2542	3764	1513	2973	151834
2542	3764	1506	3402	114235
2542	3764	2569	2295	188928
2542	3764	2569	2295	188828
2542	3764	1555	2772	149980
2542	3764	2579	2843	150150
2542	3764	2612	3841	10202
2542	3764	2660	2392	183643
2542	3764	2651	2677	160660
2542	3764	2685	3162	185612
2542	3764	2670	3266	196272
2542	3764	2629	3704	10776
2542	3764	2751	2951	170407
2542	3764	2746	3304	202206
2542	3764	1726	3453	91255
2542	3764	2808	2509	185018
2542	3764	1758	2655	144720
2542	3764	1776	3141	106107
2542	3764	2759	3229	200378
2542	3764	2796	3413	214082
2542	3764	2849	2325	199552
2542	3764	2878	3335	214147
2542	3764	1844	3688	72018
2542	3764	2860	3970	38395
2542	3764	1873	2983	110375
2542	3764	2907	3225	214524
2542	3764	1862	3307	85454
2542	3764	1892	3428	75722
2542	3764	2927	4055	48717
2542	3764	2996	2287	212132
2542	3764	2965	2608	193671
2542	3764	1922	2759	131265
2542	3764	1958	3113	94431
2542	3764	2960	3146	217580
2542	3764	1953	4056	68416
2542	3764	3060	2638	202057
2542	3764	3069	2986	204253
2542	3764	3050	3192	222280
2569	2295	2059	2605	60468
2569	2295	2095	3188	106186
2569	2295	2079	3689	159541
2569	2295	3173	2368	62523
2569	2295	3145	2824	78590
2569	2295	2143	3121	98376
2569	2295	2157	3325	119208
2569	2295	2148	3531	140524
2569	2295	2151	3880	177087
2569	2295	2193	2319	40780
2569	2295	1201	2733	147088
2569	2295	2220	3466	141470
2569	2295	2282	2821	60271
2569	2295	3353	2215	81023
2569	2295	2344	2268	22948
2569	2295	2320	2774	54174
2569	2295	2305	3689	162124
2569	2295	2310	3781	170133
2569	2295	2411	3781	176641
2569	2295	2467	2718	45092
2569	2295	1451	2969	131829
2569	2295	2532	2531	24340
2569	2295	1513	2973	127156
2569	2295	1506	3402	157097
2569	2295	2542	3764	188928
2569	2295	2569	2295	100
2569	2295	1555	2772	112551
2569	2295	2579	2843	55188
2569	2295	2612	3841	197382
2569	2295	2660	2392	14203
2569	2295	2651	2677	40917
2569	2295	2685	3162	89628
2569	2295	2670	3266	100288
2569	2295	2629	3704	195842
2569	2295	2751	2951	70068
2569	2295	2746	3304	106222
2569	2295	1726	3453	144986
2569	2295	2808	2509	32717
2569	2295	1758	2655	88912
2569	2295	1776	3141	128589
2569	2295	2759	3229	104394
2569	2295	2796	3413	118098
2569	2295	2849	2325	28939
2569	2295	2878	3335	118163
2569	2295	1844	3688	162360
2569	2295	2860	3970	225760
2569	2295	1873	2983	98024
2569	2295	2907	3225	110441
2569	2295	1862	3307	125698
2569	2295	1892	3428	136536
2569	2295	2927	4055	236082
2569	2295	2996	2287	43707
2569	2295	2965	2608	51380
2569	2295	1922	2759	80389
2569	2295	1958	3113	104222
2569	2295	2960	3146	100507
2569	2295	1953	4056	196340
2569	2295	3060	2638	60880
2569	2295	3069	2986	86738
2569	2295	3050	3192	105207
2569	2295	2059	2605	60410
2569	2295	2095	3188	106086
2569	2295	2079	3689	159441
2569	2295	3173	2368	62423
2569	2295	3145	2824	78490
2569	2295	2143	3121	98276
2569	2295	2157	3325	119108
2569	2295	2148	3531	140424
2569	2295	2151	3880	176987
2569	2295	2193	2319	40756
2569	2295	1201	2733	147064
2569	2295	2220	3466	141370
2569	2295	2282	2821	60188
2569	2295	3353	2215	80923
2569	2295	2344	2268	22972
2569	2295	2320	2774	54091
2569	2295	2305	3689	162024
2569	2295	2310	3781	170033
2569	2295	2411	3781	176541
2569	2295	2467	2718	44992
2569	2295	1451	2969	131771
2569	2295	2532	2531	24240
2569	2295	1513	2973	127098
2569	2295	1506	3402	157014
2569	2295	2542	3764	188828
2569	2295	2569	2295	100
2569	2295	1555	2772	112527
2569	2295	2579	2843	55088
2569	2295	2612	3841	197282
2569	2295	2660	2392	14103
2569	2295	2651	2677	40817
2569	2295	2685	3162	89528
2569	2295	2670	3266	100188
2569	2295	2629	3704	195742
2569	2295	2751	2951	69968
2569	2295	2746	3304	106122
2569	2295	1726	3453	144903
2569	2295	2808	2509	32617
2569	2295	1758	2655	88888
2569	2295	1776	3141	128506
2569	2295	2759	3229	104294
2569	2295	2796	3413	117998
2569	2295	2849	2325	28839
2569	2295	2878	3335	118063
2569	2295	1844	3688	162260
2569	2295	2860	3970	225660
2569	2295	1873	2983	97966
2569	2295	2907	3225	110341
2569	2295	1862	3307	125615
2569	2295	1892	3428	136453
2569	2295	2927	4055	235982
2569	2295	2996	2287	43607
2569	2295	2965	2608	51280
2569	2295	1922	2759	80331
2569	2295	1958	3113	104139
2569	2295	2960	3146	100407
2569	2295	1953	4056	196240
2569	2295	3060	2638	60780
2569	2295	3069	2986	86638
2569	2295	3050	3192	105107
1555	2772	2059	2605	54011
1555	2772	2095	3188	72692
1555	2772	2079	3689	117410
1555	2772	3173	2368	171423
1555	2772	3145	2824	160935
1555	2772	2143	3121	71194
1555	2772	2157	3325	84413
1555	2772	2148	3531	100964
1555	2772	2151	3880	135436
1555	2772	2193	2319	78208
1555	2772	1201	2733	36412
1555	2772	2220	3466	102522
1555	2772	2282	2821	79951
1555	2772	3353	2215	192947
1555	2772	2344	2268	94963
1555	2772	2320	2774	77087
1555	2772	2305	3689	123176
1555	2772	2310	3781	131185
1555	2772	2411	3781	137693
1555	2772	2467	2718	92151
1555	2772	1451	2969	24060
1555	2772	2532	2531	105212
1555	2772	1513	2973	22384
1555	2772	1506	3402	99532
1555	2772	2542	3764	149980
1555	2772	2569	2295	112551
1555	2772	2569	2295	112527
1555	2772	2579	2843	105312
1555	2772	2612	3841	158434
1555	2772	2660	2392	121074
1555	2772	2651	2677	111659
1555	2772	2685	3162	140774
1555	2772	2670	3266	151434
1555	2772	2629	3704	156894
1555	2772	2751	2951	125569
1555	2772	2746	3304	157368
1555	2772	1726	3453	88101
1555	2772	2808	2509	132544
1555	2772	1758	2655	25205
1555	2772	1776	3141	71024
1555	2772	2759	3229	155540
1555	2772	2796	3413	169244
1555	2772	2849	2325	139807
1555	2772	2878	3335	169309
1555	2772	1844	3688	110089
1555	2772	2860	3970	186812
1555	2772	1873	2983	40730
1555	2772	2907	3225	169686
1555	2772	1862	3307	70505
1555	2772	1892	3428	83668
1555	2772	2927	4055	197134
1555	2772	2996	2287	155631
1555	2772	2965	2608	145809
1555	2772	1922	2759	37227
1555	2772	1958	3113	55549
1555	2772	2960	3146	172742
1555	2772	1953	4056	146769
1555	2772	3060	2638	154195
1555	2772	3069	2986	159415
1555	2772	3050	3192	177442
2579	2843	2059	2605	58881
2579	2843	2095	3188	67408
2579	2843	2079	3689	120763
2579	2843	3173	2368	78009
2579	2843	3145	2824	57240
2579	2843	2143	3121	59598
2579	2843	2157	3325	80430
2579	2843	2148	3531	101746
2579	2843	2151	3880	138309
2579	2843	2193	2319	65825
2579	2843	1201	2733	140809
2579	2843	2220	3466	102692
2579	2843	2282	2821	30885
2579	2843	3353	2215	101233
2579	2843	2344	2268	63257
2579	2843	2320	2774	29585
2579	2843	2305	3689	123346
2579	2843	2310	3781	131355
2579	2843	2411	3781	137863
2579	2843	2467	2718	17123
2579	2843	1451	2969	120161
2579	2843	2532	2531	32816
2579	2843	1513	2973	115488
2579	2843	1506	3402	127762
2579	2843	2542	3764	150150
2579	2843	2569	2295	55188
2579	2843	2569	2295	55088
2579	2843	1555	2772	105312
2579	2843	2612	3841	158604
2579	2843	2660	2392	46964
2579	2843	2651	2677	18304
2579	2843	2685	3162	35783
2579	2843	2670	3266	46443
2579	2843	2629	3704	157064
2579	2843	2751	2951	20578
2579	2843	2746	3304	52377
2579	2843	1726	3453	112801
2579	2843	2808	2509	41854
2579	2843	1758	2655	86185
2579	2843	1776	3141	101108
2579	2843	2759	3229	50549
2579	2843	2796	3413	64253
2579	2843	2849	2325	58657
2579	2843	2878	3335	64318
2579	2843	1844	3688	123582
2579	2843	2860	3970	186982
2579	2843	1873	2983	80525
2579	2843	2907	3225	64695
2579	2843	1862	3307	93403
2579	2843	1892	3428	99112
2579	2843	2927	4055	197304
2579	2843	2996	2287	70193
2579	2843	2965	2608	48791
2579	2843	1922	2759	68390
2579	2843	1958	3113	74204
2579	2843	2960	3146	67751
2579	2843	1953	4056	157562
2579	2843	3060	2638	55708
2579	2843	3069	2986	54424
2579	2843	3050	3192	72451
2612	3841	2059	2605	151826
2612	3841	2095	3188	92306
2612	3841	2079	3689	56927
2612	3841	3173	2368	230952
2612	3841	3145	2824	214227
2612	3841	2143	3121	99319
2612	3841	2157	3325	79131
2612	3841	2148	3531	58751
2612	3841	2151	3880	49043
2612	3841	2193	2319	181310
2612	3841	1201	2733	191033
2612	3841	2220	3466	60328
2612	3841	2282	2821	141760
2612	3841	3353	2215	254176
2612	3841	2344	2268	190919
2612	3841	2320	2774	145440
2612	3841	2305	3689	35411
2612	3841	2310	3781	33816
2612	3841	2411	3781	21588
2612	3841	2467	2718	153148
2612	3841	1451	2969	164961
2612	3841	2532	2531	174297
2612	3841	1513	2973	160288
2612	3841	1506	3402	122689
2612	3841	2542	3764	10202
2612	3841	2569	2295	197382
2612	3841	2569	2295	197282
2612	3841	1555	2772	158434
2612	3841	2579	2843	158604
2612	3841	2660	2392	192097
2612	3841	2651	2677	169114
2612	3841	2685	3162	194066
2612	3841	2670	3266	204726
2612	3841	2629	3704	13908
2612	3841	2751	2951	178861
2612	3841	2746	3304	210660
2612	3841	1726	3453	99709
2612	3841	2808	2509	193472
2612	3841	1758	2655	153174
2612	3841	1776	3141	114561
2612	3841	2759	3229	208832
2612	3841	2796	3413	222536
2612	3841	2849	2325	208006
2612	3841	2878	3335	222601
2612	3841	1844	3688	80472
2612	3841	2860	3970	28378
2612	3841	1873	2983	118829
2612	3841	2907	3225	222978
2612	3841	1862	3307	93908
2612	3841	1892	3428	84176
2612	3841	2927	4055	38700
2612	3841	2996	2287	220586
2612	3841	2965	2608	202125
2612	3841	1922	2759	139719
2612	3841	1958	3113	102885
2612	3841	2960	3146	226034
2612	3841	1953	4056	71963
2612	3841	3060	2638	210511
2612	3841	3069	2986	212707
2612	3841	3050	3192	230734
2660	2392	2059	2605	67424
2660	2392	2095	3188	100901
2660	2392	2079	3689	154256
2660	2392	3173	2368	52072
2660	2392	3145	2824	65112
2660	2392	2143	3121	93091
2660	2392	2157	3325	113923
2660	2392	2148	3531	135239
2660	2392	2151	3880	171802
2660	2392	2193	2319	50599
2660	2392	1201	2733	155611
2660	2392	2220	3466	136185
2660	2392	2282	2821	58079
2660	2392	3353	2215	73596
2660	2392	2344	2268	35647
2660	2392	2320	2774	51982
2660	2392	2305	3689	156839
2660	2392	2310	3781	164848
2660	2392	2411	3781	171356
2660	2392	2467	2718	39501
2660	2392	1451	2969	136595
2660	2392	2532	2531	19868
2660	2392	1513	2973	131922
2660	2392	1506	3402	158505
2660	2392	2542	3764	183643
2660	2392	2569	2295	14203
2660	2392	2569	2295	14103
2660	2392	1555	2772	121074
2660	2392	2579	2843	46964
2660	2392	2612	3841	192097
2660	2392	2651	2677	30581
2660	2392	2685	3162	77420
2660	2392	2670	3266	88080
2660	2392	2629	3704	190557
2660	2392	2751	2951	57860
2660	2392	2746	3304	94014
2660	2392	1726	3453	146294
2660	2392	2808	2509	19239
